"Date","Price","Open","High","Low","Vol.","Change %"
"03/18/2015","103.45","103.98","104.52","102.86","14.05K","-0.38%"
"03/17/2015","103.84","102.66","103.92","102.27","22.08K","0.96%"
"03/16/2015","102.85","102.40","103.10","101.87","36.23K","0.79%"
"03/13/2015","102.04","102.36","102.81","101.81","15.65K","0.16%"
"03/12/2015","101.88","100.86","101.93","99.99","19.84K","1.38%"
"03/11/2015","100.49","100.93","101.11","99.93","19.89K","-1.32%"
"03/10/2015","101.83","103.35","104.11","100.28","18.92K","-0.72%"
"03/09/2015","102.57","103.41","103.91","102.38","23.52K","-0.64%"
"03/06/2015","103.23","103.09","104.01","102.24","52.04K","-0.41%"
"03/05/2015","103.66","103.68","104.07","102.86","19.67K","-0.22%"
"03/04/2015","103.89","105.18","105.22","103.89","23.03K","-0.86%"
"03/03/2015","104.79","104.07","104.93","103.78","25.88K","1.08%"
"03/02/2015","103.67","101.42","103.67","101.42","32.23K","3.33%"
"02/27/2015","100.33","100.01","100.44","99.69","34.20K","0.78%"
"02/26/2015","99.55","97.68","100.21","97.14","37.37K","2.15%"
"02/25/2015","97.45","96.82","97.79","96.22","16.85K","0.95%"
"02/24/2015","96.53","95.53","96.53","95.33","15.96K","1.64%"
"02/23/2015","94.97","95.08","95.70","94.97","9.74K","0.30%"
"02/17/2015","94.69","94.15","94.78","93.33","9.95K","0.81%"
"02/16/2015","93.93","93.03","93.93","92.87","10.91K","0.54%"
"02/13/2015","93.43","93.01","93.65","92.19","14.36K","1.09%"
"02/12/2015","92.42","93.33","93.33","91.85","13.55K","-0.42%"
"02/11/2015","92.81","93.00","93.32","92.53","14.42K","-0.25%"
"02/10/2015","93.04","93.22","93.58","92.14","13.53K","-0.46%"
"02/09/2015","93.47","93.33","94.15","92.98","21.14K","0.55%"
"02/06/2015","92.96","92.63","93.32","92.11","28.54K","2.21%"
"02/05/2015","90.95","90.69","91.08","90.37","24.50K","0.46%"
"02/04/2015","90.53","89.92","90.62","89.52","24.98K","1.40%"
"02/03/2015","89.28","90.10","90.32","89.04","27.63K","-0.06%"
"02/02/2015","89.33","89.38","89.51","88.64","29.31K","0.55%"
"01/30/2015","88.84","88.55","88.94","87.65","17.91K","0.60%"
"01/29/2015","88.31","87.59","88.69","87.36","22.38K","0.96%"
"01/28/2015","87.47","86.63","87.64","86.55","15.23K","1.12%"
"01/27/2015","86.50","86.59","86.85","85.90","13.33K","1.24%"
"01/26/2015","85.44","84.96","85.65","84.47","14.34K","0.80%"
"01/23/2015","84.76","84.98","85.03","83.94","12.57K","0.99%"
"01/22/2015","83.93","83.97","84.46","83.25","7.50K","0.38%"
"01/21/2015","83.61","84.17","84.36","83.02","7.42K","-0.27%"
"01/20/2015","83.84","83.52","84.16","83.39","8.09K","0.60%"
"01/19/2015","83.34","83.17","83.60","82.68","7.48K","0.88%"
"01/16/2015","82.61","83.61","83.92","82.32","6.19K","-1.24%"
"01/15/2015","83.65","83.50","83.96","83.31","5.28K","0.01%"
"01/14/2015","83.64","84.07","84.23","83.40","9.58K","-0.21%"
"01/13/2015","83.82","84.05","84.15","83.19","8.44K","-0.06%"
"01/12/2015","83.87","83.96","83.98","83.24","5.87K","0.35%"
"01/09/2015","83.58","83.40","84.00","83.11","6.64K","0.48%"
"01/08/2015","83.18","82.33","83.29","82.05","7.94K","1.43%"
"01/07/2015","82.01","82.93","83.01","81.13","8.82K","-0.56%"
"01/06/2015","82.47","82.39","83.07","81.86","6.68K","-0.22%"
"01/05/2015","82.65","83.00","83.01","82.18","7.70K","-0.12%"
"01/02/2015","82.75","83.58","83.83","82.66","8.20K","-0.22%"
"12/30/2014","82.93","82.89","82.98","82.21","10.91K","0.62%"
"12/29/2014","82.42","81.79","82.51","81.33","9.72K","1.09%"
"12/26/2014","81.53","80.76","81.66","80.76","6.97K","1.18%"
"12/24/2014","80.58","79.47","80.72","79.43","13.60K","2.13%"
"12/23/2014","78.90","78.62","79.02","78.14","6.55K","0.65%"
"12/22/2014","78.39","78.88","79.08","78.26","4.61K","-0.14%"
"12/19/2014","78.50","78.41","78.99","78.35","4.46K","0.82%"
"12/18/2014","77.86","79.31","79.38","77.21","6.14K","-1.42%"
"12/17/2014","78.98","79.38","79.56","78.51","6.80K","-0.59%"
"12/16/2014","79.45","80.58","80.58","79.08","6.25K","-1.12%"
"12/15/2014","80.35","79.63","80.36","79.03","7.09K","0.55%"
"12/12/2014","79.91","80.12","80.21","79.04","8.15K","0.24%"
"12/11/2014","79.72","80.20","80.39","79.46","8.52K","-1.01%"
"12/10/2014","80.53","81.12","81.26","79.59","11.52K","-0.27%"
"12/09/2014","80.75","81.60","81.78","80.26","10.62K","-1.02%"
"12/08/2014","81.58","82.09","82.24","81.23","7.97K","-0.31%"
"12/05/2014","81.83","81.78","81.83","81.28","8.90K","0.75%"
"12/04/2014","81.22","80.79","81.32","80.47","6.78K","1.01%"
"12/03/2014","80.41","80.51","80.83","80.24","8.93K","-0.12%"
"12/02/2014","80.51","80.28","80.51","79.58","6.23K","0.09%"
"12/01/2014","80.44","81.60","81.90","80.25","8.13K","-1.72%"
"11/28/2014","81.85","82.27","82.27","81.53","7.60K","-0.46%"
"11/27/2014","82.23","83.55","83.60","81.97","7.06K","-1.32%"
"11/26/2014","83.33","83.74","83.74","82.72","5.26K","-0.10%"
"11/25/2014","83.41","83.24","83.59","83.00","5.83K","0.28%"
"11/24/2014","83.18","83.64","83.79","82.57","6.62K","-0.50%"
"11/21/2014","83.60","83.60","83.83","83.04","6.39K","0.19%"
"11/20/2014","83.44","84.07","84.13","82.77","8.72K","-0.64%"
"11/19/2014","83.98","83.82","84.07","83.01","8.41K","0.66%"
"11/18/2014","83.43","83.56","83.97","82.51","7.07K","-0.49%"
"11/17/2014","83.84","85.12","86.18","83.45","10.27K","-1.16%"
"11/14/2014","84.82","85.89","86.03","84.66","8.98K","-1.04%"
