Effective date ,Yield To Maturity,,,,,,,,,,,,,
14-03-22,2.55%,,,,,,,,,,,,,
15-03-22,2.60%,,,,,,,,,,,,,
16-03-22,2.64%,,,,,,,,,,,,,
17-03-22,2.67%,,,,,,,,,,,,,
18-03-22,2.68%,,,,,,,,,,,,,
21-03-22,2.69%,,,,,,,,,,,,,
22-03-22,2.73%,,,,,,,,,,,,,
23-03-22,2.81%,,,,,,,,,,,,,
24-03-22,2.86%,,,,,,,,,,,,,
25-03-22,2.86%,,,,,,,,,,,,,
28-03-22,2.89%,,,,,,,,,,,,,
29-03-22,2.98%,,,,,,,,,,,,,
30-03-22,2.99%,,,,,,,,,,,,,
31-03-22,2.98%,,,,,,,,,,,,,
01-04-22,3.00%,,,,,,,,,,,,,
04-04-22,3.03%,,,,,,,,,,,,,
05-04-22,3.04%,,,,,,,,,,,,,
06-04-22,3.07%,,,,,,,,,,,,,
07-04-22,3.10%,,,,,,,,,,,,,
08-04-22,3.11%,,,,,,,,,,,,,
11-04-22,3.14%,,,,,,,,,,,,,
12-04-22,3.17%,,,,,,,,,,,,,
13-04-22,3.18%,,,,,,,,,,,,,
14-04-22,3.16%,,,,,,,,,,,,,
15-04-22,3.17%,,,,,,,,,,,,,
18-04-22,3.16%,,,,,,,,,,,,,
19-04-22,3.17%,,,,,,,,,,,,,
20-04-22,3.18%,,,,,,,,,,,,,
21-04-22,3.19%,,,,,,,,,,,,,
22-04-22,3.21%,,,,,,,,,,,,,
25-04-22,3.21%,,,,,,,,,,,,,
26-04-22,3.19%,,,,,,,,,,,,,
27-04-22,3.19%,,,,,,,,,,,,,
28-04-22,3.18%,,,,,,,,,,,,,
29-04-22,3.18%,,,,,,,,,,,,,
02-05-22,3.19%,,,,,,,,,,,,,
03-05-22,3.19%,,,,,,,,,,,,,
04-05-22,3.20%,,,,,,,,,,,,,
05-05-22,3.23%,,,,,,,,,,,,,
06-05-22,3.24%,,,,,,,,,,,,,
09-05-22,3.30%,,,,,,,,,,,,,
10-05-22,3.32%,,,,,,,,,,,,,
11-05-22,3.34%,,,,,,,,,,,,,
12-05-22,3.32%,,,,,,,,,,,,,
13-05-22,3.32%,,,,,,,,,,,,,
16-05-22,3.31%,,,,,,,,,,,,,
17-05-22,3.31%,,,,,,,,,,,,,
18-05-22,3.31%,,,,,,,,,,,,,
19-05-22,3.32%,,,,,,,,,,,,,
20-05-22,3.32%,,,,,,,,,,,,,
23-05-22,3.34%,,,,,,,,,,,,,
24-05-22,3.33%,,,,,,,,,,,,,
25-05-22,3.31%,,,,,,,,,,,,,
26-05-22,3.31%,,,,,,,,,,,,,
27-05-22,3.29%,,,,,,,,,,,,,
30-05-22,3.28%,,,,,,,,,,,,,
31-05-22,3.33%,,,,,,,,,,,,,
01-06-22,3.34%,,,,,,,,,,,,,
02-06-22,3.34%,,,,,,,,,,,,,
03-06-22,3.35%,,,,,,,,,,,,,
06-06-22,3.35%,,,,,,,,,,,,,
07-06-22,3.37%,,,,,,,,,,,,,
08-06-22,3.38%,,,,,,,,,,,,,
09-06-22,3.38%,,,,,,,,,,,,,
10-06-22,3.39%,,,,,,,,,,,,,
13-06-22,3.43%,,,,,,,,,,,,,
14-06-22,3.53%,,,,,,,,,,,,,
15-06-22,3.60%,,,,,,,,,,,,,
16-06-22,3.64%,,,,,,,,,,,,,
17-06-22,3.65%,,,,,,,,,,,,,
20-06-22,3.65%,,,,,,,,,,,,,
21-06-22,3.65%,,,,,,,,,,,,,
22-06-22,3.67%,,,,,,,,,,,,,
23-06-22,3.66%,,,,,,,,,,,,,
24-06-22,3.64%,,,,,,,,,,,,,
27-06-22,3.66%,,,,,,,,,,,,,
28-06-22,3.67%,,,,,,,,,,,,,
29-06-22,3.67%,,,,,,,,,,,,,
30-06-22,3.68%,,,,,,,,,,,,,
01-07-22,3.66%,,,,,,,,,,,,,
04-07-22,3.66%,,,,,,,,,,,,,
05-07-22,3.65%,,,,,,,,,,,,,
06-07-22,3.67%,,,,,,,,,,,,,
07-07-22,3.67%,,,,,,,,,,,,,
08-07-22,3.68%,,,,,,,,,,,,,
11-07-22,3.68%,,,,,,,,,,,,,
12-07-22,3.68%,,,,,,,,,,,,,
13-07-22,3.70%,,,,,,,,,,,,,
14-07-22,3.71%,,,,,,,,,,,,,
15-07-22,3.74%,,,,,,,,,,,,,
18-07-22,3.75%,,,,,,,,,,,,,
19-07-22,3.77%,,,,,,,,,,,,,
20-07-22,3.77%,,,,,,,,,,,,,
21-07-22,3.78%,,,,,,,,,,,,,
22-07-22,3.80%,,,,,,,,,,,,,
25-07-22,3.78%,,,,,,,,,,,,,
26-07-22,3.78%,,,,,,,,,,,,,
27-07-22,3.78%,,,,,,,,,,,,,
28-07-22,3.77%,,,,,,,,,,,,,
29-07-22,3.77%,,,,,,,,,,,,,
01-08-22,3.80%,,,,,,,,,,,,,
02-08-22,3.79%,,,,,,,,,,,,,
03-08-22,3.79%,,,,,,,,,,,,,
04-08-22,3.78%,,,,,,,,,,,,,
05-08-22,3.79%,,,,,,,,,,,,,
08-08-22,3.78%,,,,,,,,,,,,,
09-08-22,3.78%,,,,,,,,,,,,,
10-08-22,3.78%,,,,,,,,,,,,,
11-08-22,3.79%,,,,,,,,,,,,,
12-08-22,3.77%,,,,,,,,,,,,,
15-08-22,3.76%,,,,,,,,,,,,,
16-08-22,3.76%,,,,,,,,,,,,,
17-08-22,3.75%,,,,,,,,,,,,,
18-08-22,3.74%,,,,,,,,,,,,,
19-08-22,3.75%,,,,,,,,,,,,,
22-08-22,3.75%,,,,,,,,,,,,,
23-08-22,3.75%,,,,,,,,,,,,,
24-08-22,3.77%,,,,,,,,,,,,,
25-08-22,3.78%,,,,,,,,,,,,,
26-08-22,3.81%,,,,,,,,,,,,,
29-08-22,3.82%,,,,,,,,,,,,,
30-08-22,3.83%,,,,,,,,,,,,,
31-08-22,3.87%,,,,,,,,,,,,,
01-09-22,3.84%,,,,,,,,,,,,,
02-09-22,3.85%,,,,,,,,,,,,,
05-09-22,3.86%,,,,,,,,,,,,,
06-09-22,3.88%,,,,,,,,,,,,,
07-09-22,3.90%,,,,,,,,,,,,,
08-09-22,3.94%,,,,,,,,,,,,,
09-09-22,3.94%,,,,,,,,,,,,,
12-09-22,3.94%,,,,,,,,,,,,,
13-09-22,3.95%,,,,,,,,,,,,,
14-09-22,3.97%,,,,,,,,,,,,,
15-09-22,4.01%,,,,,,,,,,,,,
16-09-22,4.05%,,,,,,,,,,,,,
19-09-22,4.06%,,,,,,,,,,,,,
20-09-22,4.07%,,,,,,,,,,,,,
21-09-22,4.09%,,,,,,,,,,,,,
22-09-22,4.10%,,,,,,,,,,,,,
23-09-22,4.12%,,,,,,,,,,,,,
26-09-22,4.18%,,,,,,,,,,,,,
27-09-22,4.22%,,,,,,,,,,,,,
28-09-22,4.31%,,,,,,,,,,,,,
29-09-22,4.37%,,,,,,,,,,,,,
30-09-22,4.38%,,,,,,,,,,,,,
03-10-22,4.46%,,,,,,,,,,,,,
04-10-22,4.47%,,,,,,,,,,,,,
05-10-22,4.47%,,,,,,,,,,,,,
06-10-22,4.50%,,,,,,,,,,,,,
07-10-22,4.52%,,,,,,,,,,,,,
10-10-22,4.56%,,,,,,,,,,,,,
11-10-22,4.58%,,,,,,,,,,,,,
12-10-22,4.58%,,,,,,,,,,,,,
13-10-22,4.60%,,,,,,,,,,,,,
14-10-22,4.63%,,,,,,,,,,,,,
17-10-22,4.68%,,,,,,,,,,,,,
18-10-22,4.73%,,,,,,,,,,,,,
19-10-22,4.79%,,,,,,,,,,,,,
20-10-22,4.82%,,,,,,,,,,,,,
21-10-22,4.84%,,,,,,,,,,,,,
24-10-22,4.85%,,,,,,,,,,,,,
25-10-22,4.87%,,,,,,,,,,,,,
26-10-22,4.87%,,,,,,,,,,,,,
27-10-22,4.88%,,,,,,,,,,,,,
28-10-22,4.89%,,,,,,,,,,,,,
31-10-22,4.89%,,,,,,,,,,,,,
01-11-22,4.77%,,,,,,,,,,,,,
02-11-22,4.91%,,,,,,,,,,,,,
03-11-22,4.92%,,,,,,,,,,,,,
04-11-22,4.97%,,,,,,,,,,,,,
07-11-22,4.99%,,,,,,,,,,,,,
08-11-22,5.01%,,,,,,,,,,,,,
09-11-22,5.03%,,,,,,,,,,,,,
10-11-22,5.03%,,,,,,,,,,,,,
11-11-22,5.00%,,,,,,,,,,,,,
14-11-22,4.96%,,,,,,,,,,,,,
15-11-22,4.94%,,,,,,,,,,,,,
16-11-22,4.90%,,,,,,,,,,,,,
17-11-22,4.89%,,,,,,,,,,,,,
18-11-22,4.90%,,,,,,,,,,,,,
21-11-22,4.92%,,,,,,,,,,,,,
22-11-22,4.92%,,,,,,,,,,,,,
23-11-22,4.92%,,,,,,,,,,,,,
24-11-22,4.92%,,,,,,,,,,,,,
25-11-22,4.91%,,,,,,,,,,,,,
28-11-22,4.87%,,,,,,,,,,,,,
29-11-22,4.85%,,,,,,,,,,,,,
30-11-22,4.85%,,,,,,,,,,,,,
01-12-22,4.87%,,,,,,,,,,,,,
02-12-22,4.86%,,,,,,,,,,,,,
05-12-22,4.82%,,,,,,,,,,,,,
06-12-22,4.79%,,,,,,,,,,,,,
07-12-22,4.80%,,,,,,,,,,,,,
08-12-22,4.80%,,,,,,,,,,,,,
09-12-22,4.80%,,,,,,,,,,,,,
12-12-22,4.80%,,,,,,,,,,,,,
13-12-22,4.80%,,,,,,,,,,,,,
14-12-22,4.79%,,,,,,,,,,,,,
15-12-22,4.79%,,,,,,,,,,,,,
16-12-22,4.78%,,,,,,,,,,,,,
19-12-22,4.77%,,,,,,,,,,,,,
20-12-22,4.76%,,,,,,,,,,,,,
21-12-22,4.76%,,,,,,,,,,,,,
22-12-22,4.77%,,,,,,,,,,,,,
23-12-22,4.77%,,,,,,,,,,,,,
26-12-22,4.77%,,,,,,,,,,,,,
27-12-22,4.77%,,,,,,,,,,,,,
28-12-22,4.78%,,,,,,,,,,,,,
29-12-22,4.81%,,,,,,,,,,,,,
30-12-22,4.81%,,,,,,,,,,,,,
02-01-23,4.81%,,,,,,,,,,,,,
03-01-23,4.81%,,,,,,,,,,,,,
04-01-23,4.77%,,,,,,,,,,,,,
05-01-23,4.76%,,,,,,,,,,,,,
06-01-23,4.75%,,,,,,,,,,,,,
09-01-23,4.71%,,,,,,,,,,,,,
10-01-23,4.66%,,,,,,,,,,,,,
11-01-23,4.65%,,,,,,,,,,,,,
12-01-23,4.64%,,,,,,,,,,,,,
13-01-23,4.64%,,,,,,,,,,,,,
16-01-23,4.61%,,,,,,,,,,,,,
17-01-23,4.59%,,,,,,,,,,,,,
18-01-23,4.58%,,,,,,,,,,,,,
19-01-23,4.55%,,,,,,,,,,,,,
20-01-23,4.53%,,,,,,,,,,,,,
23-01-23,4.53%,,,,,,,,,,,,,
24-01-23,4.53%,,,,,,,,,,,,,
25-01-23,4.51%,,,,,,,,,,,,,
26-01-23,4.48%,,,,,,,,,,,,,
27-01-23,4.48%,,,,,,,,,,,,,
30-01-23,4.48%,,,,,,,,,,,,,
31-01-23,4.48%,,,,,,,,,,,,,
01-02-23,4.47%,,,,,,,,,,,,,
02-02-23,4.46%,,,,,,,,,,,,,
03-02-23,4.45%,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
